-0.34122,0.58825,1
-3.2711,-0.010134,1
-2.9626,-2.9374,1
-2.4848,-2.356,1
1.4774,2.5554,-1
-1.4771,-5.8564,1
1.0126,0.73849,1
-1.2517,0.57904,-1
-1.3577,-0.88722,1
-3.2725,-3.1689,1
-2.1736,-5.912,1
1.4027,1.7445,-1
2.3966,-4.7858,1
-3.0422,-0.16632,1
-0.19531,-3.615,1
-1.6454,-4.9502,1
-1.5513,-3.6944,1
0.8745,0.4968,-1
-0.17124,-3.6907,1
1.0695,2.3451,-1
-2.2948,-2.351,1
-0.14537,1.7443,-1
-0.82396,-2.1058,1
-2.8185,-7.4312,1
-2.4655,-4.8782,1
1.5363,0.10664,-1
-0.16419,-4.2124,1
-2.4403,-4.4666,1
-0.47189,-0.07915,1
-3.3884,-3.3829,1
-2.0265,0.48036,1
1.7851,0.14742,-1
1.1039,-3.0157,1
0.098641,-0.023927,-1
-3.1245,-6.5844,1
-0.6433,2.3209,-1
0.85829,-2.2896,1
-0.044357,0.88497,-1
-5.5134,-0.45909,1
-1.1937,0.29701,-1
-0.60095,-6.6713,1
-3.0766,-6.5847,1
-2.7457,0.50642,1
-0.15585,0.94267,-1
-3.3247,-1.7189,1
-0.030955,-1.6087,1
-1.4965,-1.3159,1
-1.3477,-2.1834,1
-2.294,-0.44283,1
0.15934,-3.6924,1
0.65089,-0.19251,1
1.0818,-4.1089,1
-3.3153,-2.5396,1
1.2026,-4.4912,1
1.8799,-5.4916,1
-1.3557,-2.8142,1
0.13883,-0.22045,-1
2.1735,2.2132,-1
-3.923,-5.7165,1
-1.2117,-5.7782,1
-0.59549,-1.3636,1
-0.97046,-8.8848,1
0.80841,-3.6457,1
1.6659,1.2773,-1
1.2076,-2.6384,1
1.8294,1.6795,1
1.6227,-3.3609,1
1.6693,1.5032,-1
3.3169,1.7847,-1
-2.5996,-2.6872,1
1.6291,0.32029,1
3.3056,-0.98275,1
-1.2003,-3.3522,1
1.1609,1.0926,-1
0.18235,-0.081501,-1
0.98439,-4.8864,1
0.89806,0.47807,-1
0.021301,-3.8908,1
1.676,0.41835,-1
2.3399,-3.0787,1
1.8931,2.19,1
2.2933,1.941,-1
0.19901,-2.5603,1
-0.63263,-5.6017,1
-1.686,-5.6121,1
0.69099,-2.5034,1
-2.4294,-4.499,1
2.4629,-1.5129,1
-3.2565,-4.2838,1
-0.049048,-5.7833,1
1.1724,0.96827,-1
-2.2907,-4.6663,1
-0.67544,-6.2903,1
-2.9315,-6.9345,1
-0.11039,2.6973,-1
-1.9759,-5.7091,1
0.38558,1.2815,-1
-1.1611,0.42888,1
2.9052,-0.76646,1
-1.3905,-3.344,1
-3.3,-3.1067,1
0.79358,0.52464,-1
1.3369,0.6475,-1
0.29089,0.13644,-1
-1.2062,-3.6368,1
-4.2272,-2.7698,1
3.4375,1.3251,-1
-1.7199,-1.0947,1
0.20331,-0.13059,-1
2.3504,0.34051,-1
0.85244,-2.6076,1
0.42522,0.84501,1
-1.2524,-2.849,1
-2.8688,-6.9058,1
-5.139,-3.1498,1
-0.59654,-4.2181,1
1.5675,1.9552,-1
-2.7472,-0.57705,1
-3.8579,-1.6724,1
-1.8144,-1.7615,1
-2.0048,-4.0544,1
3.7874,2.7498,-1
-1.8518,-5.36,1
-1.0567,-3.0536,1
-3.2211,-0.11955,1
0.99574,0.49643,-1
0.36724,-0.36981,1
1.9361,-1.7517,1
3.6282,-5.0125,1
1.6118,-0.77981,1
-2.3886,-1.3022,1
-3.9527,-4.3744,1
0.36298,-4.5112,1
2.1711,1.2575,-1
2.7693,-4.2534,1
0.53498,-4.4244,1
-2.4509,1.4422,1
-0.32081,-1.5768,1
1.3705,-0.52301,-1
-0.71168,-2.3675,1
1.5184,-5.0551,1
-2.8089,-4.5096,1
0.41704,1.8536,-1
-0.48021,-6.1515,1
-3.7613,-5.4437,1
-2.2343,-5.5886,1
3.1396,-0.78453,-1
-1.9041,-2.5699,1
-1.8063,-4.5999,1
1.5149,2.196,-1
-1.6631,-4.3854,1
-2.8276,-2.3603,1
-0.97732,-2.3041,1
-4.5671,-4.456,1
2.7738,-3.8438,1
1.2538,-2.3024,1
1.4528,-0.9803,1
1.6779,1.4247,-1
1.1809,1.1874,-1
-4.3746,-4.227,1
1.1839,0.72841,-1
-1.5635,-3.1059,1
-0.37254,0.53251,1
-0.92057,-2.502,1
1.0871,1.3756,-1
-0.1594,1.5155,1
3.2361,1.0144,1
0.10407,-0.40888,1
-0.70261,-7.0902,1
-2.2786,-5.3797,1
-3.269,-5.8888,1
2.5427,1.7139,-1
-5.4605,-2.6254,1
-0.031874,-5.0412,1
5.2039e-05,-0.50843,-1
0.84609,0.42051,-1
0.17348,-2.5829,1
1.4778,1.3882,-1
1.0893,-0.87497,1
-2.432,-5.602,1
-0.39644,-6.2327,1
-1.8961,-2.8465,1
0.32786,0.58689,-1
0.92662,0.87429,-1
-1.4608,-1.3885,1
-0.089786,-1.0195,1
-2.9208,-2.7069,1
1.5916,1.6457,-1
0.69785,-2.908,1
-0.088176,-2.3095,1
-1.3396,-1.4818,1
-0.86552,0.64049,1
-0.27907,-2.4501,1
-3.5677,-1.2699,1
1.102,0.043544,-1
-1.3516,-2.4356,1
-3.9592,-2.9261,1
0.33979,-2.4129,1
-2.7693,-4.0999,1
0.57795,1.9393,-1
-2.6458,-3.4967,1
-1.1162,-3.6803,1
-2.7136,-6.4942,1
-1.1203,-3.1781,1
-4.974,-3.0665,1
-0.54404,-2.3559,1
2.3057,-0.88849,1
0.22999,0.92104,-1
